participant,trial,group,trialOrder,side,changeTrial,RTwoOutlier,soundDimension,soundfileNum,duration,pitch,response_time,correct,phase,RT_3x_std,sum_changetrial_window,sound_label_original,sound_code_original,sound_high_low,sound_label,sound_code
P60,49,TLD,4,right,0.0,True,pitch,4,0.66,2.304593711,4.187358141,0,explicit,True,,pitch_4,9,high,pitch_high,2
P60,50,TLD,4,left,1.0,True,pitch,1,0.3,1.07271948,7.714085102,1,explicit,True,,pitch_1,6,low,pitch_low,3
P60,51,TLD,4,right,1.0,True,pitch,6,0.9,3.125843199,2.714410067,1,explicit,True,,pitch_6,11,high,pitch_high,2
P60,52,TLD,4,right,0.0,True,pitch,5,0.78,2.715218455,3.196597099,1,explicit,True,,pitch_5,10,high,pitch_high,2
P60,53,TLD,4,left,1.0,True,pitch,2,0.42,1.483344223,5.814466,1,explicit,True,,pitch_2,7,low,pitch_low,3
P60,54,TLD,4,left,0.0,True,pitch,3,0.54,1.893968967,14.69508886,0,explicit,True,,pitch_3,8,low,pitch_low,3
P60,55,TLD,4,right,1.0,True,pitch,6,0.9,3.125843199,4.631226063,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P60,56,TLD,4,left,1.0,True,pitch,3,0.54,1.893968967,4.894990921,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P60,57,TLD,4,right,1.0,True,pitch,4,0.66,2.304593711,7.694163799,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P60,58,TLD,4,left,1.0,True,pitch,2,0.42,1.483344223,11.01114798,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P60,59,TLD,4,left,0.0,True,pitch,1,0.3,1.07271948,3.579861879,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P60,60,TLD,4,right,1.0,True,pitch,5,0.78,2.715218455,1.514220953,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P60,61,TLD,4,right,0.0,True,pitch,5,0.78,2.715218455,4.333019972,0,explicit,True,4.0,pitch_5,10,high,pitch_high,2
P60,62,TLD,4,left,1.0,True,pitch,2,0.42,1.483344223,6.464777946,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P60,63,TLD,4,left,0.0,True,pitch,1,0.3,1.07271948,9.446586132,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P60,64,TLD,4,right,1.0,True,pitch,4,0.66,2.304593711,9.045689106,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P60,65,TLD,4,left,1.0,True,pitch,3,0.54,1.893968967,3.183304787,1,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P60,66,TLD,4,right,1.0,True,pitch,6,0.9,3.125843199,4.897294998,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P60,67,TLD,4,left,1.0,True,pitch,2,0.42,1.483344223,2.778938055,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P60,68,TLD,4,right,1.0,True,pitch,5,0.78,2.715218455,2.133026838,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P60,69,TLD,4,left,1.0,True,pitch,3,0.54,1.893968967,5.730182886,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P60,70,TLD,4,left,0.0,True,pitch,1,0.3,1.07271948,5.83117795,0,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P60,71,TLD,4,right,1.0,True,pitch,6,0.9,3.125843199,5.544931173,1,explicit,True,4.0,pitch_6,11,high,pitch_high,2
P60,72,TLD,4,right,0.0,True,pitch,4,0.66,2.304593711,4.829159975,0,explicit,True,4.0,pitch_4,9,high,pitch_high,2
P62,49,DLD,5,right,0.0,False,pitch,5,0.78,2.715218455,8.446136951,0,explicit,True,,pitch_5,10,high,pitch_high,2
P62,50,DLD,5,left,1.0,False,pitch,2,0.42,1.483344223,4.961061001,0,explicit,True,,pitch_2,7,low,pitch_low,3
P62,51,DLD,5,left,0.0,False,pitch,1,0.3,1.07271948,4.296125889,0,explicit,True,,pitch_1,6,low,pitch_low,3
P62,52,DLD,5,right,1.0,False,pitch,4,0.66,2.304593711,4.848687172,1,explicit,True,,pitch_4,9,high,pitch_high,2
P62,53,DLD,5,left,1.0,False,pitch,3,0.54,1.893968967,3.53052783,1,explicit,True,,pitch_3,8,low,pitch_low,3
P62,54,DLD,5,right,1.0,False,pitch,6,0.9,3.125843199,3.262511969,1,explicit,True,,pitch_6,11,high,pitch_high,2
P62,55,DLD,5,left,1.0,False,pitch,1,0.3,1.07271948,4.164330006,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P62,56,DLD,5,right,1.0,False,pitch,4,0.66,2.304593711,2.731334925,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P62,57,DLD,5,right,0.0,False,pitch,5,0.78,2.715218455,3.978959084,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P62,58,DLD,5,left,1.0,False,pitch,3,0.54,1.893968967,3.864452839,1,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P62,59,DLD,5,left,0.0,False,pitch,2,0.42,1.483344223,4.449285984,0,explicit,True,4.0,pitch_2,7,low,pitch_low,3
P62,60,DLD,5,right,1.0,False,pitch,6,0.9,3.125843199,3.797748089,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P62,61,DLD,5,left,1.0,False,pitch,3,0.54,1.893968967,2.846938849,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P62,62,DLD,5,right,1.0,False,pitch,6,0.9,3.125843199,4.682849884,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P62,63,DLD,5,left,1.0,False,pitch,2,0.42,1.483344223,4.146777153,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P62,64,DLD,5,right,1.0,False,pitch,5,0.78,2.715218455,2.846330166,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P62,65,DLD,5,right,0.0,False,pitch,4,0.66,2.304593711,1.800103188,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P62,66,DLD,5,left,1.0,False,pitch,1,0.3,1.07271948,4.146243095,1,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P62,67,DLD,5,left,0.0,False,pitch,1,0.3,1.07271948,4.230023861,1,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P62,68,DLD,5,right,1.0,False,pitch,4,0.66,2.304593711,3.365533113,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P62,69,DLD,5,right,0.0,False,pitch,6,0.9,3.125843199,5.715284109,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P62,70,DLD,5,left,1.0,False,pitch,3,0.54,1.893968967,2.498991966,1,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P62,71,DLD,5,right,1.0,False,pitch,5,0.78,2.715218455,1.665289879,1,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P62,72,DLD,5,left,1.0,False,pitch,2,0.42,1.483344223,0.9153101444,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P63,49,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,6.384320974,1,explicit,True,,duration_1,0,low,duration_low,1
P63,50,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,4.347062826,1,explicit,True,,duration_4,3,high,duration_high,0
P63,51,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,2.296041965,0,explicit,True,,duration_5,4,high,duration_high,0
P63,52,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,4.897833109,1,explicit,True,,duration_3,2,low,duration_low,1
P63,53,TLD,1,left,0.0,False,duration,2,0.42,1.483344223,5.865047932,0,explicit,True,,duration_2,1,low,duration_low,1
P63,54,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,1.931596041,0,explicit,True,,duration_6,5,high,duration_high,0
P63,55,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,2.928722143,1,explicit,True,2.0,duration_5,4,high,duration_high,0
P63,56,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,1.331608057,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P63,57,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,0.6485221386,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P63,58,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,2.414420128,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P63,59,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,0.8650009632,1,explicit,True,2.0,duration_3,2,low,duration_low,1
P63,60,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,2.54694891,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P63,61,TLD,1,right,0.0,False,duration,4,0.66,2.304593711,3.512712002,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P63,62,TLD,1,left,1.0,False,duration,1,0.3,1.07271948,2.249063015,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P63,63,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,5.362573147,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P63,64,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,2.779216051,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P63,65,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,7.364058971,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P63,66,TLD,1,left,0.0,False,duration,3,0.54,1.893968967,2.316557884,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P63,67,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,1.315221071,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P63,68,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,2.700361967,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P63,69,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,4.297713041,0,explicit,True,2.0,duration_4,3,high,duration_high,0
P63,70,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,3.813364983,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P63,71,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,4.663271904,1,explicit,True,3.0,duration_1,0,low,duration_low,1
P63,72,TLD,1,right,1.0,False,duration,5,0.78,2.715218455,4.232570171,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P64,49,TLD,5,right,0.0,False,duration,5,0.78,2.715218455,6.367443085,1,explicit,True,,duration_5,4,high,duration_high,0
P64,50,TLD,5,left,1.0,False,duration,2,0.42,1.483344223,4.181259155,1,explicit,True,,duration_2,1,low,duration_low,1
P64,51,TLD,5,left,0.0,False,duration,1,0.3,1.07271948,3.680860043,0,explicit,True,,duration_1,0,low,duration_low,1
P64,52,TLD,5,right,1.0,False,duration,4,0.66,2.304593711,2.333235979,1,explicit,True,,duration_4,3,high,duration_high,0
P64,53,TLD,5,left,1.0,False,duration,3,0.54,1.893968967,2.197025061,1,explicit,True,,duration_3,2,low,duration_low,1
P64,54,TLD,5,right,1.0,False,duration,6,0.9,3.125843199,3.130158901,1,explicit,True,,duration_6,5,high,duration_high,0
P64,55,TLD,5,left,1.0,False,duration,1,0.3,1.07271948,1.632673979,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P64,56,TLD,5,right,1.0,False,duration,4,0.66,2.304593711,2.030693054,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P64,57,TLD,5,right,0.0,False,duration,5,0.78,2.715218455,1.432833195,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P64,58,TLD,5,left,1.0,False,duration,3,0.54,1.893968967,3.046855211,1,explicit,True,4.0,duration_3,2,low,duration_low,1
P64,59,TLD,5,left,0.0,False,duration,2,0.42,1.483344223,1.700247049,0,explicit,True,4.0,duration_2,1,low,duration_low,1
P64,60,TLD,5,right,1.0,False,duration,6,0.9,3.125843199,2.49763608,1,explicit,True,3.0,duration_6,5,high,duration_high,0
P64,61,TLD,5,left,1.0,False,duration,3,0.54,1.893968967,0.8497130871,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P64,62,TLD,5,right,1.0,False,duration,6,0.9,3.125843199,1.581384897,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P64,63,TLD,5,left,1.0,False,duration,2,0.42,1.483344223,0.9981989861,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P64,64,TLD,5,right,1.0,False,duration,5,0.78,2.715218455,0.9132840633,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P64,65,TLD,5,right,0.0,False,duration,4,0.66,2.304593711,0.4487249851,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P64,66,TLD,5,left,1.0,False,duration,1,0.3,1.07271948,1.231066942,0,explicit,True,4.0,duration_1,0,low,duration_low,1
P64,67,TLD,5,left,0.0,False,duration,1,0.3,1.07271948,1.132019997,0,explicit,True,4.0,duration_1,0,low,duration_low,1
P64,68,TLD,5,right,1.0,False,duration,4,0.66,2.304593711,1.53333807,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P64,69,TLD,5,right,0.0,False,duration,6,0.9,3.125843199,1.749006987,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P64,70,TLD,5,left,1.0,False,duration,3,0.54,1.893968967,1.350013018,1,explicit,True,2.0,duration_3,2,low,duration_low,1
P64,71,TLD,5,right,1.0,False,duration,5,0.78,2.715218455,1.365304947,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P64,72,TLD,5,left,1.0,False,duration,2,0.42,1.483344223,3.132711887,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P65,49,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,8.616323948,1,explicit,True,,pitch_1,6,low,pitch_low,3
P65,50,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,5.530349016,1,explicit,True,,pitch_4,9,high,pitch_high,2
P65,51,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,5.266113997,0,explicit,True,,pitch_5,10,high,pitch_high,2
P65,52,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,1.165371895,1,explicit,True,,pitch_3,8,low,pitch_low,3
P65,53,DLD,1,left,0.0,False,pitch,2,0.42,1.483344223,5.494989872,1,explicit,True,,pitch_2,7,low,pitch_low,3
P65,54,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,3.997099876,1,explicit,True,,pitch_6,11,high,pitch_high,2
P65,55,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,4.948240042,1,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P65,56,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,1.132763147,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P65,57,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,1.067203045,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P65,58,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,1.148452997,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P65,59,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,1.315824986,0,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P65,60,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,0.996984005,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P65,61,DLD,1,right,0.0,False,pitch,4,0.66,2.304593711,1.465042114,0,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P65,62,DLD,1,left,1.0,False,pitch,1,0.3,1.07271948,1.282429934,1,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P65,63,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.298210144,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P65,64,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,3.763504028,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P65,65,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,1.015802145,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P65,66,DLD,1,left,0.0,False,pitch,3,0.54,1.893968967,5.628375053,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P65,67,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.065415859,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P65,68,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,1.231765985,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P65,69,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,1.75001812,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P65,70,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,1.047717094,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P65,71,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,0.7164189816,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P65,72,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,2.864575148,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P67,49,DLD,1,left,0.0,True,pitch,1,0.3,1.07271948,1.468817949,0,explicit,True,,pitch_1,6,low,pitch_low,3
P67,50,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,1.74831295,1,explicit,True,,pitch_4,9,high,pitch_high,2
P67,51,DLD,1,right,0.0,True,pitch,5,0.78,2.715218455,1.515727997,0,explicit,True,,pitch_5,10,high,pitch_high,2
P67,52,DLD,1,left,1.0,True,pitch,3,0.54,1.893968967,2.996778965,1,explicit,True,,pitch_3,8,low,pitch_low,3
P67,53,DLD,1,left,0.0,True,pitch,2,0.42,1.483344223,1.24859786,0,explicit,True,,pitch_2,7,low,pitch_low,3
P67,54,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,2.913458824,0,explicit,True,,pitch_6,11,high,pitch_high,2
P67,55,DLD,1,right,0.0,True,pitch,5,0.78,2.715218455,2.41493392,0,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P67,56,DLD,1,left,1.0,True,pitch,2,0.42,1.483344223,1.765506029,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P67,57,DLD,1,left,0.0,True,pitch,1,0.3,1.07271948,2.449555159,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P67,58,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,2.264993191,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P67,59,DLD,1,left,1.0,True,pitch,3,0.54,1.893968967,1.182765961,1,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P67,60,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,1.415985107,0,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P67,61,DLD,1,right,0.0,True,pitch,4,0.66,2.304593711,1.531502008,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P67,62,DLD,1,left,1.0,True,pitch,1,0.3,1.07271948,2.563382864,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P67,63,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,5.731240988,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P67,64,DLD,1,right,0.0,True,pitch,5,0.78,2.715218455,1.865418196,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P67,65,DLD,1,left,1.0,True,pitch,2,0.42,1.483344223,3.912740946,0,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P67,66,DLD,1,left,0.0,True,pitch,3,0.54,1.893968967,1.917020082,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P67,67,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,3.214365959,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P67,68,DLD,1,left,1.0,True,pitch,3,0.54,1.893968967,7.161062956,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P67,69,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,0.9149060249,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P67,70,DLD,1,left,1.0,True,pitch,2,0.42,1.483344223,7.879397869,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P67,71,DLD,1,left,0.0,True,pitch,1,0.3,1.07271948,1.381757021,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P67,72,DLD,1,right,1.0,True,pitch,5,0.78,2.715218455,1.048163176,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P68,49,DLD,6,right,0.0,True,pitch,6,0.9,3.125843199,2.950190067,1,explicit,True,,pitch_6,11,high,pitch_high,2
P68,50,DLD,6,left,1.0,True,pitch,3,0.54,1.893968967,1.714249849,0,explicit,True,,pitch_3,8,low,pitch_low,3
P68,51,DLD,6,left,0.0,True,pitch,2,0.42,1.483344223,2.832116127,0,explicit,True,,pitch_2,7,low,pitch_low,3
P68,52,DLD,6,right,1.0,True,pitch,4,0.66,2.304593711,4.794988871,1,explicit,True,,pitch_4,9,high,pitch_high,2
P68,53,DLD,6,left,1.0,True,pitch,1,0.3,1.07271948,1.899986982,1,explicit,True,,pitch_1,6,low,pitch_low,3
P68,54,DLD,6,right,1.0,True,pitch,5,0.78,2.715218455,7.914169073,1,explicit,True,,pitch_5,10,high,pitch_high,2
P68,55,DLD,6,left,1.0,True,pitch,1,0.3,1.07271948,4.380845785,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P68,56,DLD,6,right,1.0,True,pitch,4,0.66,2.304593711,2.030611038,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P68,57,DLD,6,right,0.0,True,pitch,5,0.78,2.715218455,6.847604036,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P68,58,DLD,6,left,1.0,True,pitch,3,0.54,1.893968967,9.861769915,0,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P68,59,DLD,6,left,0.0,True,pitch,2,0.42,1.483344223,5.462623119,1,explicit,True,4.0,pitch_2,7,low,pitch_low,3
P68,60,DLD,6,right,1.0,True,pitch,6,0.9,3.125843199,2.083997011,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P68,61,DLD,6,right,0.0,True,pitch,4,0.66,2.304593711,18.17602706,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P68,62,DLD,6,left,1.0,True,pitch,1,0.3,1.07271948,3.531450987,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P68,63,DLD,6,right,1.0,True,pitch,6,0.9,3.125843199,3.429172993,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P68,64,DLD,6,right,0.0,True,pitch,5,0.78,2.715218455,5.745952129,1,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P68,65,DLD,6,left,1.0,True,pitch,2,0.42,1.483344223,1.164858818,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P68,66,DLD,6,left,0.0,True,pitch,3,0.54,1.893968967,1.629731894,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P68,67,DLD,6,left,0.0,True,pitch,3,0.54,1.893968967,1.166187048,0,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P68,68,DLD,6,right,1.0,True,pitch,6,0.9,3.125843199,2.162905931,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P68,69,DLD,6,left,1.0,True,pitch,2,0.42,1.483344223,3.932704926,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P68,70,DLD,6,right,1.0,True,pitch,5,0.78,2.715218455,14.77626085,1,explicit,True,1.0,pitch_5,10,high,pitch_high,2
P68,71,DLD,6,right,0.0,True,pitch,4,0.66,2.304593711,9.56151104,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P68,72,DLD,6,left,1.0,True,pitch,1,0.3,1.07271948,3.098254919,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P70,49,DLD,3,left,0.0,False,duration,3,0.54,1.893968967,27.84083486,1,explicit,False,,duration_3,2,low,duration_low,1
P70,50,DLD,3,right,1.0,False,duration,6,0.9,3.125843199,5.979069948,0,explicit,True,,duration_6,5,high,duration_high,0
P70,51,DLD,3,left,1.0,False,duration,2,0.42,1.483344223,7.180295944,1,explicit,True,,duration_2,1,low,duration_low,1
P70,52,DLD,3,right,1.0,False,duration,5,0.78,2.715218455,1.330887079,1,explicit,True,,duration_5,4,high,duration_high,0
P70,53,DLD,3,right,0.0,False,duration,4,0.66,2.304593711,1.765991211,0,explicit,True,,duration_4,3,high,duration_high,0
P70,54,DLD,3,left,1.0,False,duration,1,0.3,1.07271948,3.131517172,1,explicit,True,,duration_1,0,low,duration_low,1
P70,55,DLD,3,left,0.0,False,duration,2,0.42,1.483344223,2.832453966,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P70,56,DLD,3,right,1.0,False,duration,5,0.78,2.715218455,4.464948893,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P70,57,DLD,3,left,1.0,False,duration,3,0.54,1.893968967,3.265308857,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P70,58,DLD,3,left,0.0,False,duration,1,0.3,1.07271948,2.349354029,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P70,59,DLD,3,right,1.0,False,duration,6,0.9,3.125843199,2.298666,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P70,60,DLD,3,right,0.0,False,duration,4,0.66,2.304593711,0.96479702,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P70,61,DLD,3,right,0.0,False,duration,6,0.9,3.125843199,1.298354149,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P70,62,DLD,3,left,1.0,False,duration,3,0.54,1.893968967,0.533793211,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P70,63,DLD,3,left,0.0,False,duration,2,0.42,1.483344223,1.897818089,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P70,64,DLD,3,right,1.0,False,duration,4,0.66,2.304593711,3.498984098,1,explicit,True,1.0,duration_4,3,high,duration_high,0
P70,65,DLD,3,left,1.0,False,duration,1,0.3,1.07271948,5.930717945,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P70,66,DLD,3,right,1.0,False,duration,5,0.78,2.715218455,2.597637892,1,explicit,True,1.0,duration_5,4,high,duration_high,0
P70,67,DLD,3,right,0.0,False,duration,5,0.78,2.715218455,2.31437397,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P70,68,DLD,3,left,1.0,False,duration,2,0.42,1.483344223,1.298220873,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P70,69,DLD,3,left,0.0,False,duration,1,0.3,1.07271948,1.997983217,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P70,70,DLD,3,right,1.0,False,duration,4,0.66,2.304593711,2.498455048,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P70,71,DLD,3,left,1.0,False,duration,3,0.54,1.893968967,12.92548108,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P70,72,DLD,3,right,1.0,False,duration,6,0.9,3.125843199,1.216170073,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P71,49,DLD,5,right,0.0,True,duration,5,0.78,2.715218455,4.234137058,0,explicit,True,,duration_5,4,high,duration_high,0
P71,50,DLD,5,left,1.0,True,duration,2,0.42,1.483344223,7.597977161,0,explicit,True,,duration_2,1,low,duration_low,1
P71,51,DLD,5,left,0.0,True,duration,1,0.3,1.07271948,1.531880856,0,explicit,True,,duration_1,0,low,duration_low,1
P71,52,DLD,5,right,1.0,True,duration,4,0.66,2.304593711,0.365254879,0,explicit,True,,duration_4,3,high,duration_high,0
P71,53,DLD,5,left,1.0,True,duration,3,0.54,1.893968967,1.730034113,1,explicit,True,,duration_3,2,low,duration_low,1
P71,54,DLD,5,right,1.0,True,duration,6,0.9,3.125843199,1.048271179,1,explicit,True,,duration_6,5,high,duration_high,0
P71,55,DLD,5,left,1.0,True,duration,1,0.3,1.07271948,0.232336998,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P71,56,DLD,5,right,1.0,True,duration,4,0.66,2.304593711,1.598309994,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P71,57,DLD,5,right,0.0,True,duration,5,0.78,2.715218455,0.9810361862,0,explicit,True,3.0,duration_5,4,high,duration_high,0
